الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
الهيئة العامة للغذاء والدواء,"22 January, 2025",بناء جناح الهيئة في مؤتمر ليب التقني 2025,460000.0
وزارة البلديات والإسكان,"22 January, 2025",عمل حفريات طوليه بطريق الملك فيصل بمحافظة طبرجل,297275.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة مظلات مواقف السيارات التابعة لبلدية عين دار,97750.0
وزارة البلديات والإسكان,"22 January, 2025",مشروع صيانة واستبدال شاشة لبلدية الدليميه,478400.0
الهيئة العامة للطيران المدني,"22 January, 2025",استضافة ورشة عمل (ثقافة امن الطيران في أسبوع) مدينة جدة,97750.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة ملاعب رياضية لبلدية محافظة عيون الجواء والمراكز التابعة لها,498352.5
وزارة الموارد البشرية والتنمية الاجتماعية,"22 January, 2025",تأمين جلسة تصوير بورتريه لمعالي الوزير ، وذلك لاستخدامها في الأغراض الصحفية، ووسائل التواصل الاجتماعي، وغيرها من الاستخدامات الإعلامية,11500.0
وزارة البلديات والإسكان,"22 January, 2025",تأمين زيوت لسيارات البلدية ,0.0
وزارة البلديات والإسكان,"22 January, 2025",تأمين قطع غيار لسيارات البلدية ,0.0
وزارة البلديات والإسكان,"22 January, 2025",عملية توريد مياه سقيا لبلدية محافظة ميسان,68288.15
وزارة التعليم,"22 January, 2025",احتفاء الوزارة بيوم التأسيس لعام 2025,550666.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة معدات البلدية                                                                       ,249400.5
وزارة البلديات والإسكان,"22 January, 2025",توريد و تركيب اعمدة الانارة مع كامل ملحقاتها في محافظة ميسان والمراكز التابعة لها,1978000.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة سيارات البلدية                                                                            ,247388.0
وزارة البلديات والإسكان,"22 January, 2025",توريد بلدورات لبلدية الخبراء,437000.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة انارة جبل الاضارع من الجهتين الشرقية والجنوبية والاشكال التجميلية على الاعمدة احتفالا بيوم التاسيس لعام 2025م,249458.0
وزارة البلديات والإسكان,"22 January, 2025",عملية معالجة ظاهرة الكتابات المنتشرة في أحياء وشوارع محافظة طريف ,89700.0
وزارة البلديات والإسكان,"22 January, 2025",تامين لوحات دعائية واحتفالية بيوم التاسيس لعام 2025م,249389.0
وزارة التعليم,"22 January, 2025",توريد  وتركيب قارئ الصفائح الدقيقة متعدد الأوضاع الذي يتم التحكم في درجة حرارته مع قياس التدفق الخلوي وقدرة تصوير الخلايا الحية ,574425.0
وزارة الصحة,"22 January, 2025",تأمين سجاد لاصق لإدارة العمليات الجراحية,20000.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة أعمدة الشوارع,499100.0
وزارة البلديات والإسكان,"22 January, 2025",استكمال ممرات المشاة بجلاجل,490130.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة واستبدال بنرات لوحات متنوعة بالطوال وقراها,99271.0
وزارة البلديات والإسكان,"22 January, 2025",توريد كفرات لبلدية محافظة عنيزة,474999.45
وزارة البلديات والإسكان,"22 January, 2025",رفع مخلفات لبلدية محافظة عنيزة,488750.0
وزارة الاقتصاد والتخطيط,"22 January, 2025",تفعيل حملة التبرع بالدم لعام 2025م,99475.0
وزارة الاقتصاد والتخطيط,"22 January, 2025",التقرير السنوي لوزارة الاقتصاد والتخطيط لعام 2024م,98900.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة معدات بلدية تمير ,297275.0
وزارة الصحة,"22 January, 2025",تأمين ملابس لقسم المغسلة,28428.0
وزارة التعليم,"22 January, 2025",طباعة كتب مع مستلزماتها لاحتياج كلية الآداب.,6325.0
وزارة الطاقة والصناعة والثروة المعدنية,"22 January, 2025",تقديم استشارات قانونية للمركز السعودي للشراكات الاستراتيجية الدولية,360525.0
وزارة الطاقة والصناعة والثروة المعدنية,"22 January, 2025",توريد مغسلة رخام صناعي و توصيلة كهربائية,8349.0
وزارة التجارة ,"22 January, 2025",حجز سكن في مدينة الرباط، بمملكة المغرب خلال الفترة من 04-08 فبراير 2025 م للمشاركة في اجتماعات المنظمة العربية للتنمية الصناعية والتقييس والتعدين، وحجز سكن وتنقلات في مدينة جنيف، دولة سويسرا خلال الفترة 17-21 فبراير 2025 للمشاركة في اجتماعات المنظمة الدولية للتقييس (ISO),93050.0
وزارة الصحة,"22 January, 2025","A MINIMALLY INVASIVE LEFT VENTRICULAR ASSIST CARDIAC CATHETER THAT DELIVERS FULL SUPPORT AND PROVIDES FULL HEMODINAMIC SUPPORT WITH MAXIMUM UNLOADING, MAXIMUM MEAN FLOW 5.5 L/MIN WITH PEAK FLOW UP TO 6 L/MIN, 9 FR CATHETER, 21 FR PUMP.",2000000.0
البيئة والمياه والزراعة,"22 January, 2025",توريد مياه للمركز الوطني للنخيل والتمور,29980.64
وزارة البلديات والإسكان,"22 January, 2025",تأمين محروقات نوع ديزل لبلدية محافظة دومة الجندل,298500.0
وزارة البلديات والإسكان,"22 January, 2025",تأمين محروقات بنزين 95 لسيارات بلدية محافظة دومة الجندل,298800.0
وزارة البلديات والإسكان,"22 January, 2025",إزالة مخلفات وأنقاض من القطع الاستثمارية لزيادة فرص الاستثمار بمحافظة دومة الجندل,298800.0
وزارة البلديات والإسكان,"22 January, 2025",تأمين كفرات وبطاريات وزيوت لبلدية محافظة دومة الجندل,299945.3
وزارة البلديات والإسكان,"22 January, 2025",تأمين مواد كهرباء لأعمال الصيانة اليومية بالمحافظة والقرى التابعة لبلدية محافظة دومة الجندل,299776.25
البيئة والمياه والزراعة,"22 January, 2025",مشروع تأمين وتوريد مواد الضيافة للمركز الوطني للنخيل والتمور,989998.200000001
وزارة الاتصالات وتقنية المعلومات,"22 January, 2025",مطبوعات اعلانية ,62318.5
وزارة الاقتصاد والتخطيط,"22 January, 2025",تفعيل يوم التأسيس لوزارة الاقتصاد والتخطيط,99975.25
البيئة والمياه والزراعة,"22 January, 2025",توريد مواد تنظيف كيماوية لمنظومة إنتاج الخبر الساحل الشرقي 60016725,8960.0
البيئة والمياه والزراعة,"22 January, 2025",توريد دهانات لمنظومة إنتاج الخبر الساحل الشرقي 60016727,19090.0
وزارة المالية,"22 January, 2025",إدارة وإشراف على التحول الرقمي  - المرحلة الثالثة,18350000.3
وزارة البلديات والإسكان,"22 January, 2025",صيانة بعض سيارات البلدية ,298425.0
وزارة البلديات والإسكان,"22 January, 2025",توريد دهانات للبلدية ,97462.5
وزارة البلديات والإسكان,"22 January, 2025",توريد ليات ومحابس زراعية للبلدية ,99000.07
وزارة البلديات والإسكان,"22 January, 2025",توريد بلك ورمل أبيض,97807.5
مدينة الملك عبدالله للطاقة الذرية والمتجددة,"22 January, 2025",تقديم خدمات استشارية للابتكار والتحول الرقمي,5439504.6
