الجهة الرئيسية,اسم المنافسة,تاريخ الترسية,قيمة الترسية
وزارة الشؤون البلدية والقروية,تأمين وتوريد أدوات كهرباء وإنارة لبلدية محافظة الزلفي,2023-09-27,179262.0
وزارة الشؤون البلدية والقروية,صيانة الحفر وتشققات الشوارع لمعالجة التشوهات البصرية,2023-09-12,345000.0
المؤسسة العامة للموانئ,تقديم الخدمات لتدريب مسؤولي الهيئة على الظهور  الإعلامي ومهارات الاتصال,2023-10-31,1125000.0
المؤسسة العامة للموانئ,تقديم الخدمات لتدريب مسؤولي الهيئة على الظهور  الإعلامي ومهارات الاتصال,2023-10-31,1125000.0
وزارة الشؤون البلدية والقروية,صيانة نافورة طريق الملك عبدالعزيز بالسليل,2023-10-04,547101.0
وزارة الصحة,مشروع تنفيذ أعمال شبكة إطفاء الحريق لمستشفى الملك فهد التخصصي بتبوك,2023-12-14,1100435.0
وزارة الصحة,مشروع تنفيذ أعمال شبكة إطفاء الحريق لمستشفى الملك فهد التخصصي بتبوك,2023-12-14,1100435.0
وزارة الشؤون البلدية والقروية,تأجير سيارة ركوب ذو دفع رباعي موديل 2023م,2023-09-25,125386.8
وزارة التعليم,تجهيز قاعات الاجتماعات وقاعة ورش العمل بإدارة التعليم بحفرالباطن,2023-10-23,691748.0
وزارة الشؤون البلدية والقروية,مشروع صيانة الطرق المسفلتة وسط المدينة,2023-09-17,4767900.0
وزارة الشؤون البلدية والقروية,تأمين وتوريد قطع غيار سيارات بلدية محافظة البكيرية,2023-09-04,483062.1
وزارة الشؤون البلدية والقروية,مشروع صيانة الطرق المسفلتة بالقرى والهجر,2023-09-17,4742600.0
وزارة الشؤون البلدية والقروية,مشروع صيانة الطرق المسفلتة بالاحياء السكنية,2023-09-17,4781700.0
وزارة التجارة ,تقديم خدمات وتنفيذ حملات وأنشطة التواصل والتسويق لتعزيز ثقافة الجودة لدى المستهلك,2023-10-23,8566300.55000001
وزارة التجارة ,تقديم خدمات وتنفيذ حملات وأنشطة التواصل والتسويق لتعزيز ثقافة الجودة لدى المستهلك,2023-10-23,8566300.55000001
وزارة الشؤون البلدية والقروية,صيانة شوارع الاحياء الجديدة(أبها-شمال شرق أبها),2023-09-30,4448556.5
مستشفى الملك فيصل التخصصي ومركز الأبحاث,توريد مستلزمات تشغيلية  لنظام الصيدلية ,2023-11-14,420900.0
وزارة الشؤون البلدية والقروية,صيانة شوارع الاحياء الجديدة - مدينة سلطان ,2023-09-30,4123267.5
وزارة الشؤون البلدية والقروية, صيانة شوارع الاحياء الجديدة - شمال شرق أبها ,2023-09-30,4716472.0
وزارة الشؤون البلدية والقروية,صيانة الإنهيارات الجبلية م١,2023-09-30,4322505.0
وزارة الشؤون البلدية والقروية,صيانة طرق المراكز الادارية والقرى التابعة لها - العرين,2023-09-30,3906256.75
وزارة الشؤون البلدية والقروية,صيانة طرق المراكز الادارية والقرى التابعة لها - طبب,2023-10-19,4850918.5
وزارة الشؤون البلدية والقروية,صيانة طرق المراكز الادارية والقرى التابعة لها - قري أبها م١,2023-10-31,4138302.6
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق  (عسير، جازان، الباحة ، نجران),2024-01-16,6946920.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق  (عسير، جازان، الباحة ، نجران),2024-01-16,6946920.0
وزارة الشؤون البلدية والقروية,صيانة طرق المراكز الادارية والقرى التابعة لها - مربة,2023-10-13,4786024.0
وزارة الشؤون البلدية والقروية,صيانة طرق المراكز الادارية والقرى التابعة لها - قري أبها م٢,2023-09-30,3974142.98
وزارة الشؤون البلدية والقروية,صيانة الحدائق والمنتزهات - مدينة سلطان,2023-09-20,4571307.5
وزارة الشؤون البلدية والقروية,صيانة الجسور والانفاق م٢,2023-09-20,3034160.0
وزارة الشؤون البلدية والقروية,صيانة الحدائق والمنتزهات - الشعف,2023-09-20,4689222.75
هيئة تقويم التعليم,توريد وتركيب وتشغيل مكيفات سبليت لمقرات الاختبارات المحوسبة,2023-09-27,165427.5
وزارة الشؤون البلدية والقروية,صيانة الإنهيارات الجبلية م٢,2023-09-20,4044400.5
وزارة الشؤون البلدية والقروية,صيانة الحدائق والمنتزهات - العرين ,2023-09-14,4924650.75
وزارة الشؤون البلدية والقروية,تسوير مقابر وإنشاء مغاسل موتي ( ابها -الشعف),2023-11-21,2893239.0
وزارة الشؤون البلدية والقروية, صيانة الحدائق والمنتزهات (مربه),2023-09-20,4796042.8
وزارة الشؤون البلدية والقروية, صيانة الجسور والانفاق م١,2023-09-20,3571900.0
وزارة الشؤون البلدية والقروية,الارشفة الالكترونية للوثائق الورقية ببلدية محافظةمحايل عسير ,2023-10-04,2829000.0
الهيئة العامة للترفيه,مشروع نظام حماية البريد الالكترونى,2023-10-25,880900.0
الهيئة العامة للترفيه,مشروع نظام حماية البريد الالكترونى,2023-10-25,880900.0
وزارة الشؤون البلدية والقروية,تطوير برامج الحاسب الآلي ببلدية محافظة محايل عسير ,2023-10-04,1725000.0
هيئة المحتوى المحلي والمشتريات الحكومية,الأدوات الإنتاجية ,2023-10-31,690000.01
وزارة الشؤون البلدية والقروية,صيانة وقص وردم وتسوية طريق وادي دلوة مرحلة 2,2023-10-02,2333925.0
وزارة الشؤون البلدية والقروية,صيانة وقص وردم وتسوية طريق وادي دلوة مرحلة 2,2023-10-02,2333925.0
وزارة الشؤون البلدية والقروية,صيانة واعادة تاهيل سور مقابر القرى التابعة المحافظة ,2023-10-04,1259250.0
وزارة الشؤون البلدية والقروية,صيانة واعادة تأهيل سور مقابر المحافظة ,2023-10-02,1259250.0
وزارة الشؤون البلدية والقروية,تعلن بلدية الحرجة عن طرح منافسة صيانة الطرق والشوارع بمركز الغول والقرى التابعة ,2023-10-23,3898040.0
البيئة والمياه والزراعة,توريد زيوت لخطوط الانابيب براس الخير 60009076,2024-01-14,368000.0
وزارة الشؤون البلدية والقروية,تعلن بلدية الحرجة عن طرح منافسة صيانة سفلتة الطرق والشوراع بالمخططات السكنية بالحرجة ,2023-10-04,2604520.0
